user_id,review_id,text,votes.cool,business_id,votes.funny,stars,date,type,votes.useful
AY-W59xCVPDaCaOKJOQUhw,cmliNQk3fUcfzmxSBt60XQ,"Great breakfast place. Come hungry. Look for Dick, my dad, and Gino at the counter every a.m. about 0830 and say hi. Try the mixed grill (half).",1,b9WZJp5L1RZr4F1nxclOoQ,1,5,2011-11-15,review,1
q7MrNVt1FE23rwtWmPYWHg,QQocldIYWMrQff9MSTEKyQ,"OK, what is with all of these ""CASH ONLY"" places in Pittsburgh? I can appreciate that some smaller businesses might have trouble installing a credit card system in their store/resturant, but could you perhaps provide an ATM?  In the past, this would deter me from eating at this place. 

Looking at a standard breakfast menu, I decided to go with a tuna melt instead. What I got was a cold tuna salad sandwich with a slice of cheese on toast. I had ordered a melt being in the mood for a warm meal, but to no avail. One day later I can't even remember what my side was. I suppose it didn't leave much of an impression on me.  I have to say that the dessert was really good! The cherry pecan pie! I have not seen this concoction anywhere else but this was awesome! The cherries were not the sweet canned variety, but a pie worthy tart topped with sugar. I think I want to make this pie with my parents next harvest of our cherry tree!

My first impression is ""Eh.""  I am learning how crazy Pittsburghers are over breakfast! Seriously, waiting 30 minutes for a table at a tiny diner with a menu that reads as follows:  

""2 eggs and toast $x.xx""
""2 eggs, meat, and toast $x.xx""
""2 eggs and pancake $x.xx""

I'd rather go to a Denny's and order the ""create your own Grand Slam!""",0,b9WZJp5L1RZr4F1nxclOoQ,0,3,2011-12-05,review,1
gcjQt9J7TdnMhZGwDHuXcA,hJ-DBQbzez8rjzbTdQvxtw,"BEST DINER IN THE COUNRTY!!! We've been to many famous diners across the country and we still give  Gab and Eat the best rating !! I was a little intimidated when I first walked in and there was like 2 pounds of butter just sitting on top of the homefires on the grill.  If you are looking for a healthy breakfast they probably can accomodate you, but Everything I ate was clearly the opposite of healthy.  After trying like every meal they have I would recommend the mix grill(half unless you are sharing) adding cajun seasoning with the texas toast.  Burgers are great too.

It's hard to find a place that makes a better breakfast than you could make by yourself at home, but this place does it.  The atmosphere is classy, old school Americana.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2012-02-12,review,0
irPsx5KWCwVX44AlSltXXA,k7uUTQEajb0lQejn58dtWg,"Best French toast ever!! Love the friendly atmosphere, and especially the breakfast. Never been disappointed. You have to try French toast with raisin bread too... yummy!",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2012-02-19,review,0
1giup8Tfm44sYcFoN3PmwQ,uujhOop1gT59m6XQG-h-EQ,Great Diner!  Their breakfast is the best in the area!  Lots of  choices and always good.  Love the unique mugs they use for coffee and all the writing on the wall.  Get there early otherwise you will not get a seat!  They have homemade hot/sweet sausage and texas toast.,1,b9WZJp5L1RZr4F1nxclOoQ,1,5,2012-04-05,review,1
9Ify25DK87s5_u2EhK0_Rg,W1VCaPd82BkBELrFbk97nw,"Readers of my reviews may recall that I once referred to The Dor-Stop as possibly the best breakfast in Pittsburgh.  Well, faithful followers, I must now admit that The Dor-Stop has now been verified as only one of the best.  Why?  That's because Gab and Eat I have now found to be THE best breakfast I've ever had.  If it was closer to my home I would quickly become a regular.

I easily decided to order the Mixed Grill (Half).  Before I go on, I must ask...has anyone seen a full order?  Because I honestly can't imagine how much food that is.  I created my own with bacon, cheese, eggs and potatoes.  Based on reviews I also opted to get a side of the sausage and was pleased as punch when our waitress asked if I wanted hot or sweet....or one of each.  I like variety, so I jumped on the change to try both.  I also selected the Italian toast - what other kind is there, really?  

When my food arrived, it looked delicious.  There was so much bacon that after eating half of my Mixed Grill it looked like I'd barely started.  The sausage was great, just don't ask me which one I liked best.  My toast?  4 thick slices that looked to be about half the loaf and were buttered on both sides. It was a struggle, but I was determined to enjoy every tasty morsel and not leave a crumb.   

In case anyone is wondering, yes, they use real butter.  I saw pounds of it stacked in the kitchen with my own two eyes.  The wait staff was quick and efficient as well as helpful and friendly with our larger group of 9 people.  The fact that none of the plates match and I noticed a sign at the front register that said, ""We need mugs"" just makes me love this place even more.

A few tips: 1.) Order the Mixed Grill.  2.) Cash only!  3.) Gab and Eat is a popular place but also very small and narrow (or cozy if you will).  I recommend going during the week when they are still busy but can accomodate a group.  That way you won't feel rushed or crowded.  4.) Get to Gab and Eat ASAP!  You'll be glad you did!",2,b9WZJp5L1RZr4F1nxclOoQ,1,5,2012-04-07,review,4
GwcBPWbgjegIxXViOdSuVg,KzI8WstuSYFrX_-YO46gXQ,"Classic breakfast joint.  Grimy looking hole in the wall located on one end of a seedy looking strip mall.  Window is opaque due to the grease so you can't hardly see inside. On the outside, there are about a dozen people waiting to get in.  When you finally do get inside, you see that there are 15 tables and a counter, all occupied by people from all walks of life.

What's the attraction behind this flea hole?  The FOOD!  Lots of it and dirt cheap.  I sat at a vacant stool behind the formica counter and ordered the mixed grill.  Potatoes, eggs, sausage, bacon and Italian toast.  A giant mound of food guaranteed to sooth any hangover.  I swear the full mixed grill had two pounds of food.  Neat thing is that the grill is right in front of you so you can see your potatoes and eggs frying in a pool of fresh grease.  All that food, plus coffee and tip for around ten bucks.  Cash only, so put that plastic away.

Only bad thing that could happen is some douche bag from the Food Network or Travel Channel will make this place famous, and then I'll never be able to get in.",2,b9WZJp5L1RZr4F1nxclOoQ,2,5,2012-06-25,review,3
Nhvkukz5MECqEUQVfh6A6w,BCGT6fIYSztyQK5xTYZX3g,"Yum - freaking - me!

As the other fellower yelpers mentioned - this place is a cash only.    A couple of recommendations:

- Don't eat early in the week 
- I don't recommend wearing any tight clothing (no skinny jeans) - you will not be skinny when you leave


 I walked in for breakfast one early weekday AM.   The place was packed with locals and regulars.    A very good sign.

My co-worker recommended I get the mixed grill.   I ordered the large mix grill.   My waitress tried to warn me - it is large (very large).    I ended up eating the left-overs for the next 2 days.

Food - 

The Mixed Grill comprises their homemade sausage, grilled onions, grilled peppers, potatoes, fried eggs.     

Portion -

This should have been a man vs food episode.   I was not going to attempt to eat all the food.   It was really good.

Service - 

My waitress looks as if she had been working there for years.   She was fast, friendly, and offered good advice.

Price - 

The cost ranges $5 - 10.


I will definitely go back after I buy some new stretchy pants.",4,b9WZJp5L1RZr4F1nxclOoQ,8,4,2012-07-15,review,6
fFXsUH9uLapH_BopOIBKHA,P6lgwMDMRfd7qSpt-MHFew,"Best breakfast spot in the area, If you like diner food it is the place to go. Small, so you will want to avoid the church crowd on Sundays, but the wait is never too long.  Everyone is friendly and has obviously been working there for a while.  If you are feeling like lunch food go a little later, their burgers are made on the breakfast griddle and are delicious.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2012-07-29,review,0
t9CzImjIZdk_87FLQHNHQA,d3dNvubk5ZagXXThisKLBg,Good local spot to grab breakfast. Good prices for the amount of food you get. You can sit at the booths or at the counter,0,b9WZJp5L1RZr4F1nxclOoQ,0,4,2012-08-01,review,0
1VMTfE5MlQyDIRGWDSNsvA,yNGI6O_AoV0dW0_MiF7RNA,"Great breakfast, good price. You might have to stand outside in line though, so I don't really recommend winter time to go. lol. Very friendly service, interesting coffee mugs. They have great deserts and such also. Bring your cash though as they dont' take cards.",0,b9WZJp5L1RZr4F1nxclOoQ,0,4,2013-02-21,review,1
rGuk1S7MIU8M9ZE2mulVsg,DaQYAkRoGu-kOYGfHqd9Wg,"I always love a good diner.  Gab and Eat was just what we were looking for on a Saturday morning.  Good food.  Great people. Pittsburgh ambiance. 

This place is obviously a beloved neighborhood gem.  I had french toast and bacon.  The french toast was made with the best Italian bread.  My fiance had what they called a 'mixed grill.""  It consisted of eggs, peppers, onions and home made sausage.  Not something you would eat everyday, but he loved it!   They also had great coffee.  They actually ground up the beans in front of us.  Now that's fresh.

We want to return sometime for ""turkey day.""  Apparently they made fresh turkey every Tuesday.  Now that sounds good!

Can't wait to return.",1,b9WZJp5L1RZr4F1nxclOoQ,0,5,2013-03-16,review,1
ElHMvz-1_xfOl_noq_2Utg,Tmhhfpe6zIBzQZ9_1Z5big,"This is exactly what a breakfast place should be like--comfortable, quirky, unpretentious and with inexpensive, large portioned working class breakfast plates.",2,b9WZJp5L1RZr4F1nxclOoQ,2,5,2013-04-08,review,2
GYSqprhDteK52ILOBaFCIQ,S-Y34-9ujttt9UOm6QjD7A,"On our current road trip of baseball, brews, hockey and diners, we decided to try Gab & Eat based on yelpers rating putting it #1 for breakfast in Pittsburgh area. We have to agree with most other reviewers that this is a place to eat.
We arrived around noon on Saturday and were happy there were a couple open tables. The place is tucked at the end of a strip mall and you have to look to find it. There is plenty of parking.
Inside the decor is quaint and funky at the same time. Country style decorations and signs are mixed with nostalgia signs & posters. Most interesting are all the signatures and comments written on the wall by past customers. We regretted not having a marker to add ours. The other highlight was three large white boards with trivia questions - fun way to spend time waiting for food.
The waitstaff there is...uh, experienced. They are attentive, pleasant and efficient.
After reading reviews I had to try the Mixed Grill. But S went with pancakes with a side of bacon. The pancakes were outstanding...maybe the best either of us has eaten. They were thick but with light texture and rich flavor. 
His bacon was cooked just as requested - as crisp as possible - and very flavorful.
The Mixed Grill is a mixed together concoction of eggs, potatoes, onions, peppers, cheese, and spicy Italian sausage grilled together. I'm glad I heeded those who stressed going with the half size order. It filled a full sized dinner plate with a heaping order. I couldn't finish it all and that's rare. How do they serve the whole potion -- in a trough?
Everything was cooked well. The sausage added a nice bite to offset the somewhat plain potatoes. You can build your own mix but the basic was a good mix.
My only complaint was the amount of potato and that they are pretty plain. I like home fries with lots of seasoning that have aged on the grill. These potatoes were pretty uniform chunks with little seasoning. Personal preference.
It usually comes with Italian toast but they were out so I went with raisin. It was delicious soft inch thick slices.
Coffee was excellent and the cup stayed full. The total was less than $15. Fabulous value for the quality and portions.
While I can't say it's the best breakfast in Pittsburgh (only here 3 days), its the best so far and one of the best we've had.",1,b9WZJp5L1RZr4F1nxclOoQ,0,5,2013-04-13,review,1
Dg9xy4ZbsteCBUL_sjaNKA,LTHhgovWBAXquOrDVKx3Yw,"Met my nephew for lunch in Carnegie and he suggested Gab & Eat.   Way to go Justin!  The restaurant is in a strip mall across from the Dairy Queen.  The grill is right up front so you can see them cooking.   They have counter space for eating and tables/booths for 4.   Don't expect to sit at one table if you have more than 4. They have a great looking breakfast menu.   We all got burgers of varying kinds!  They were tasty!   The buns were buttered, toasted and soft.  Yum!   the amount of butter didnt bother me  but it did my whiny mother. Who whined even though there is a no whining sign as you walk in the door.   We ordered fresh cut fries as onion rings.  Both of which were great.  The half order was plenty and a nice option to a full order.   The restaurant was full of local men at lunch which is usually a good sign.  I give it a 4 star only because of the waitress who kind of threw straws, silverware and napkins at us as she walked behind the counter.  At least she didn't throw the food when it came!   She also served the fries and Onion rings way before our burgers came out which was kind of weird.   They were nice and hot but would have been cold had we waited for the burgers.   It didn't factor into my four star rating but I deduct a star from nephew because he invited us out to lunch then allowed me pay!   Just kidding Justin!   Love ya!",0,b9WZJp5L1RZr4F1nxclOoQ,0,4,2013-09-25,review,1
PShxCNSE1_YmNDJOFzyTRA,2j88bZAxruuJvTZVoykuFw,"This is a perfect example of what a breakfast diner can be: excellent breakfasts in huge portions for cheap. I had the western omlet and will be getting it or another omlet again soon

The coffee was good, totally serviceable diner coffee. The waitress was wonderfully friendly and hopping around from table to table. The food was excellent. The ambience was exactly right for a diner. It was packed. The wait was not nearly as long as I was expecting. 10 minutes maybe.

Totally recommended. Come hungry.",3,b9WZJp5L1RZr4F1nxclOoQ,0,5,2013-10-06,review,4
HzB5eZLSabmOUDc3ItgIcQ,QjJCkJBBLa3Ahiw4vL3B9w,Wow! Read the great reviews and I was not let down. Huge portions. The mixed grill was THE best breakfast I've ever had. If you go to Pittsburgh it is a must eat. Service was superb. Friendly staff. Led zeppelin on the walls. .....what else could you ask for?,0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2013-10-12,review,0
f6sXlAT1R6F5NMIAeUHpXQ,ooKc6TRmLI6mVD0HTGSM3Q,"I have been coming to Gab n Eat for almost 20 years and They have never let me down. I get a typical breakfast if eggs, ham, toast, and home fries. Delicious as usual. The ambience however is usually lacking. The walls are dark, with writing and signatures of semi famous people all over the place. Pictures of local people hang on the walls(i secretly want mine up there) along with posters galore. While its fun to look at the first 10 times, it gets a little boring after awhile. So today when I arrived I expected the same old experience. Wow was I wrong! As soon as I looked at the door I knew something was different. The place seemed lighter and brighter. To my pleasant surprise, they painted and got new counter tops!! They're not quite done yet but the place has a new Happy vibe to it. The awesome breakfast, the new decor and the 5 guys sitting at the counter making me laugh are why I will be back( maybe for lunch).",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2013-10-31,review,1
JAe6HSt7J4OtkcFWYJNURA,IJ9-IjWSGLNbIk6GBYzn-w,"A gem. The coffee cups are mismatched . The owner is three feet away from me cooking. The sausage is made for them locally. And the food is frickin awesome. I had the pancakes, my daughter had the sausage and egg sandwich.  Cash only.  Friendly service.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2014-05-04,review,1
CiCmxCruMvbXtjQP5FhbLg,g8jO02F66MyA3MMq53d6fQ,"Excellent breakfast and lunch menu. Friendly staff and super food. Modest environment with excellent food. Worth the wait.. dont miss this one. 
Best breakfast and lunch food in the Pgh South Hills hands down.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2014-09-05,review,1
1Hx--oyAcojSfqQYERNkig,MTZKEsU_0zZe5XEBoNZHOA,"What a find! I stopped in here for breakfast while in town for business. The service is so friendly I thought I was down south. The service was quick, frankly and felt like I was with family. 
Fantastic poached eggs, Cajun homefries and crispy bacon. Gab and Eat is definitely a place I world recommend to locals. I was stuffed and the bill was only $8.00.",1,b9WZJp5L1RZr4F1nxclOoQ,0,5,2014-09-30,review,1
Ph98HBXWUBA9bf-PtGJniw,f79JWg7o02EKdXDddku0Xg,"Been coming here for a decade or so whenever my wife and I get the chance, and have NEVER been disappointed!

The perfect blend of non-chain-tightly-packed ambiance,friendly older waitresses who have been there since I started going, cheap for what you get prices, and food with taste and amounts that ""Aunt Bee"" would be proud of.

Never had anything that wasn't hot,freshly made before my eyes,and down home ""gooooooooooood""' as Andy might say.

As my wife and I agree,this ""joint"", has been for some time now the overall gold standard by which our eaten out breakfasts have been measured against!

One visit...and you will be a believer, and most times I've been there the owner is cooking at the grill herself.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2014-12-14,review,0
ssd4Ac6OoABXZIai_N5Odw,0gO5MWo5TkLMdSo5BXW7Dg,A fine breakfast joint. You gotta love the small diners. Highly recommended.,1,b9WZJp5L1RZr4F1nxclOoQ,0,5,2014-12-28,review,0
kAFccaTcFR9va9uigTHCNg,BMEZjPtX9sT3GRJ6bgrvPw,"Gab n Eat is the best breakfast in Pittsburgh and always a treat.  We went there around 11:30 which brought up the lunch. Vs breakfast debate. I saw another customers soup and knew i would have to try it. The soup was a  Lobster Bisque and it was amazing.....creamy deliciousness. I could have had a quart of it. Yum!  I ended up ordering the create your own mixed grill. (When at Gab n Eat. You have to order the 1/2 grill) I had mine with bacon. Bacon was crisp and delish. and M ordered the regular mixed grill. We also shared an order of potato pancakes. They even brought us 2 sides of applesauce and sour cream. The pancakes could have been a tiny bit crisper, but still very good.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-02-07,review,0
lZpv9uSDKgyUxk1VPwyzDg,_O_TWyZLk8dDbEx06tQQng,"Really just OK. It was chaotic and no one alerted us to whether we should seat ourselves or wait to be seated, and when we tried to ask a woman working behind the counter, she gave us a dirty look like we weren't welcome there. Eventually we just sat down and someone came by to take our order. The server was nice enough, but wasn't very quick with the coffee refills - I finished my first cup slowly and then it sat empty for about five minutes. Food was ok, but not amazing. We got the mixed grill and a pancake, and both were solid but not outstanding. 
Not a bad place to go, but we probably won't go out of our way to go here again, either.",0,b9WZJp5L1RZr4F1nxclOoQ,0,3,2015-02-08,review,0
3JCJYpQpNDC6lmA7JFFIbw,m9qd1BfLHMvjo_bsx6VAoQ,"Sadly, I have only been here twice, only due to the fact it is not really close to my home or work. However, when I am in the area, this is a great cheap eats for both lunch and breakfast. Its almost like going back in time to where the old style local diners or Isaly's to get made to order diner style food. Love the eggs made perfectly to order and a variety of lunch offering at extremely affordable prices. I only wish Gab & Eat would move to my neighborhood.",0,b9WZJp5L1RZr4F1nxclOoQ,0,4,2015-02-14,review,0
rEO8KGhyUaSi-QvjEc-qrw,U_ItFTPV17xVY2tpvFGx5g,"This place is divey but cute. The food is obviously not five-star, but it's a great place if you want to get a good, hearty breakfast. We went there for lunch and got burgers...oddly enough the server said that they don't sell French Fries on Sundays.....? So we had to settle for home fries. I thought it was a little weird at first, but damn, those home fries were good! I didn't even care after that. The coffee is great too!
It's a unique little place. It's basically one long strip of a kitchen, then booths set up right beside it! They also have a pretty cool breakfast bar where you can sit and watch them grill all of the food to order. The coffee cups didn't match - they were all Christmas mugs lol - they have a wall in the back where you can sign your name with a dry erase marker, and they have little trivia boards on the wall just for fun. It's definitely a place of it's own kind. The prices are very reasonable, and I would definitely go back again.",0,b9WZJp5L1RZr4F1nxclOoQ,0,3,2015-03-01,review,0
QsvkvwBp38EOCvhsmjI6hQ,LnaSHpI_yyh7DGk6tyNQ4w,"Great food, great service, and a great ""diner"" atmosphere.  It's the kind of place that allows you to decompress and enjoy good conversation with friends.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-03-07,review,0
R5YLgCXI7DwR373uqy9AlQ,GodNrNwdhS3gNhcqDhjgaA,One of my favorite breakfast stops in Pittsburgh! Can't beat the hometown feel of this place. Always had great service.,0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-03-25,review,0
S5oBX7uhY4wYyDjvka4cWg,SxaE8AKzEfYk-6SU3_LZhw,"We came here once before and remember it not being very good, but figured we'd give it another shot since it's pretty close to our home. It's still just OK. We didn't have to wait this time (Saturday morning at 10:30), but there was a wait throughout the time we were there. The menu is very basic- no specialty pancakes, waffles, or french toast and only 1 specialty omelette. There were no meal options, so if you want home fries or something, it's extra. The omelettes do include toast. (Great bread, btw!) We had to wait a while for our food, which was surprising because we've been to a lot of diners. My husband and I both got omelettes and agreed that the contents were not really cooked with the egg. It's almost like the egg was completely cooked and someone threw the cooked contents in there and just folded it over. As for my mushroom and cheese omelette, the cheese was lacking. My biggest peev about this place is that it's CASH ONLY. Perhaps I missed it, but I'm pretty sure this wasn't noted anywhere on the menu or the front door. Thankfully, we had enough to cover our bill, but's not a good way to end the meal when you're scrambling and digging for change. There are a lot of good diners in the area, so I doubt we'll be going back.",0,b9WZJp5L1RZr4F1nxclOoQ,0,2,2015-04-18,review,0
AkafGBdQ0DjZq6YQd7na0w,10uIelEx_O9l3uxVPu8gVQ,"One of those places you only hear about from a friend...tucked in a strip mall...only open for breakfast and lunch. The local atmosphere surpasses the food and that's a helluva compliment.  

Mixed grill is the choice for breakfast.  They will mix and match meats and how you want your eggs along with toast. 

Their burgers are up there with the best in Pittsburgh. 

A hidden gem. Don't miss it.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-05-14,review,0
BhSCNNQ1qtrzEIV4gZD8Vw,p8nZa635EpZU1SXEgLg8kw,THE best breakfast place BY FAR. I never even liked breakfast food until trying their eggs and French toast.,0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-07-09,review,0
GYNfjDbSlpdRK2qC8RqatA,7sBsE7N4ci5J_VEAYqJq1w,"Great greasy spoon!

Arrived early, around 7:15 am on a weekday. Had no trouble finding a seat. Just as we were sitting down, a waitress asked if we wanted coffee. Of course, and how lovely!

We had a couple of questions about the mixed grill sizes because we didn't want too much, as the reviews here stated that the portions were huge. The waitress was super nice and answered all of our questions. We ended up splitting the half-sized mixed grill, and it was PLENTY!

Great diner quality, but I think I'll try the same dish without the cheese next time-it was an American cheese, and I don't think the grill needed it. 

Coffee was always hot, and service was so quick! This place is a hot spot!

Cash only - be prepared.",1,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-07-13,review,1
mufnID67U_yWzgCshRzr1g,6z3sYLoB_Qyigp6cAVxnYg,"Wonderful omelets, coffee, and staff! The prices are great and the food is prepared quickly! Veggie omelet with cheese is my favorite!",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-07-16,review,0
0KhAbVAxYjeCskIcX2KfWw,_-c_NmXLzYoLmZrHthzWWQ,A lot of food for a great price. Been eating here for years. They only take cash so make sure you stop by the ATM on your way there!,0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-10-12,review,0
WzaaorVCmUTQvu4mScunNg,P120Ggfd56fMHc_hxJFLYQ,"My friend and i stopped in yesterday for breakfast. We originally came to Carnegie to eat at another new breakfast spot, but they had an hour wait and we had some retail therapy to handle stat. Gab & Eat crossed my mind since i had bookmarked it on yelp.. over 2 years ago. 

There was a tiny wait here.. about 2 couples in front of us. Finally 2 seats at the bar opened up and we decided to eat there.

Surprisingly we both ordered the same thing.. mixed grill. Mine had sausage links and she decided on bacon. 

It was a blast watching all the food being made right before our eyes. Giant club sandwiches, super thick pancakes, eggs eggs and more eggs.. it was a fun time. 

The restaurant is literally a hole in the wall but had good customer service and delicious food. 

My only complaint is that i ordered my mixed grill with cheese. I thought it was going to be shredded cheddar, but they put 3 slices of american on it. Eh i'll know better next time.",1,b9WZJp5L1RZr4F1nxclOoQ,1,4,2015-11-09,review,3
iW3KcKqzsU5DLaOPEqiuIA,LOhWSMoDNZsbPRWFBGzPQA,"They have done it again! Excellent little establishment with their home town feeling. Mix match coffee mugs, smiling waitresses, open front diner kitchen feel. Went in there In the mood for lunch while my date was craving breakfast. It's a seat your own kinda establishment, so we found a table at the very far back, sat down and were greater right away and asked if we wanted coffee to start out mornings. Agreed and both cups were promptly filled and re filled as the meal went along without hesitation. I ordered the hot Italian, had fried salami and Bologna on it with cheese, dressing, and lettuce.... Bun was a smidge small for all the goodies in it but what's to complain about there?  My Date got the bagel sandwich and ""Hey Rayed"" it (adding breakfast potatoes and cole slaw) it was amazing and large enough that she now has lunch as well. I also got a cup the chicken poblano soup, pretty fantastic! Always a great place to travel to, always a good story to listen to when ya strike up a convo with the locals, always great and friendly. Highly recommend!",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-11-11,review,0
fb_I24J7hvBPvdM3ENQx5A,RM0YAEJxLXbgJfwXHRmylQ,This place is great. Best ham and cheese inlet I've ever had! Their burgers are also delicious. Nice flat-top crust on the burger. I only wish they were open for dinner too!,0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-11-20,review,0
aOHQ9MlorpvL71Y6qC9v2A,VmJrVDBqHuV-O7BdmOKc8A,"This place is by far the best place for breakfast....but today...I decided to get lunch. {Only because it was lunch time...but they do serve breakfast at this time, too.}. I got the turkey club on wholewheat...OMG...it was delish.  Too much for me to eat because it came with a large plate of home made French Fries.  If you are really hungry and don't count calories...make a stop here.",2,b9WZJp5L1RZr4F1nxclOoQ,0,5,2015-12-15,review,2
MI6q0AM8lGf3uplhE5EGtg,rpr3TDVep8jGVUM9Dp15Sw,"Old and needs remodeling, but the food is good, the workers are very friendly and we love going there !!",0,b9WZJp5L1RZr4F1nxclOoQ,0,4,2015-12-22,review,0
viApiTs_Zp4Cjm3jjg7HYQ,He7_OuzrcNbTccBxsnjDvQ,"My favorite breakfast joint of all time. Awesome coffee, pancakes, waffles, sausage...you name it. The service is what you'd expect it to be. :) love love love this place. You will more then likely have to wait for a seat on a weekend. Well worth the wait.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2016-01-25,review,1
eTDSU7uZ9YktYZ8FzhSbuQ,P48tCDARZ6_WfUVdpg4cnQ,"Cheap and delicious breakfast!
I know it's strange to say, but they make the best toast. I typically do not eat my toast at breakfast, but here, it's my favorite part. I either get the ham and half waffle or ham, Italian toast and 1 egg scrambled. The wait staff is very casual and friendly.
Just be prepared to go for the food, not the atmosphere.",0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2016-01-31,review,0
Ei7ootM9QUDHeB1OJIkfIw,m2CjXug2YN1_tDEPmAmogQ,Used to love this place. People are nice and friendly.  Excellent food great pancakes Only stopped going after finding a roach in my potatoes   It's a shame the place was one of my favorites.  Bit can't go back after that experience,0,b9WZJp5L1RZr4F1nxclOoQ,1,1,2016-02-17,review,0
WjjCWkbw0bw3ZjrEwmQsLQ,txILGFAxB4-8Y45tepWnrg,This is our favorite breakfast spots.  Fast friendly service. You get more than what you pay for. Awesome!,0,b9WZJp5L1RZr4F1nxclOoQ,0,5,2016-02-17,review,0
Ft4NZwOB9xQJkRwuvsDO-A,TdGpzgCt97O82UVBzOn_FQ,"My husband and I used to go to Gab and eat all of the time, and would always take out of towners here.  That last time we went we did something we've never done before and that was walk out!  My omelet was not cooked and it was runny, I asked for cheddar cheese and got american, my husband ordered a medium rare hamburger and got a burnt paper thin patty.  When we told the waitress she sent the cook over and he gave us attitude and was a total jerk.  He wanted to put my omelet in the microwave.  If I wanted a microwave omelet I would have gone to burger king.",0,b9WZJp5L1RZr4F1nxclOoQ,0,1,2016-02-19,review,0
9HCfCmd0t5GErgm7He6AeQ,ud7DDWnYdlrRWOi1LZUpmA,"I stopped in here due to a change in luncheon plans. Upon arrival the wait to be seated was horrific! Someone pointed to an empty counter stool so I sat there. I perused the menu fairly quick and decided to order half portions. I hadn't had a waffle in ages and I love home fries.

Since they both came in half portions I went with those. My waitress made sure I always had a fresh cup of hot tea since I was sitting near the entrance. It seemed like a long production line to wait for your order but it did not disappoint. When I got my half orders I was overwhelmed at the size!

The waffle was thick and fluffy and the home fries which bore a resemblance to hash browns were hot and greasy. Ketchup is on the counter as well as syrup. Yes they use real butter here since I could observe one of the chefs using a giant slab of it in preparation of orders.

I definitely plan to revisit this place when I have more time to try different things. My advice would be to prepare to take home a doggy bag since they give huge portions even if they are half size. The best part is that prices here are very reasonable and you can get a lot of food for what you order.

Gab and Eat is located in a small strip mall just on the cusp of the entrance to Carnegie. It is easy to miss if you are looking for a particular building.",6,b9WZJp5L1RZr4F1nxclOoQ,2,3,2016-02-21,review,3
jW38xpayJghah5L8i9FOww,0OXFvUwZjdhh6rXe9Vv-uA,"Very cute, little dive place (with an emphasis on little). Breakfast meals are my favorite. So, I thought everything on the menu looked delicious. I ended up ordering a breakfast bagel sandwich. I couldn't have made it any better myself. My mom ordered the half portion of the mixed grill which was a medley of sweet and spicy sausage, egg, home fries, and peppers. I also ordered a half portion of French fries, and they were absolutely perfect. These are my definition of the best kind of French fries. They're fresh cut, with the skins still on them.

We were in and out within 30 minutes with our stomachs full and happy. They only take cash though. So make sure you have some green in your wallet before you stop by.",0,b9WZJp5L1RZr4F1nxclOoQ,0,4,2016-03-24,review,0
yB0v8l4NMWJDeaq2h2mgUg,HvzazIqdwWcSVs0JFm9bcg,"I would give this a solid one star. Let me tell you about my experience...
I walk in to a nasty glare by one of the waitresses before seating myself at a table covered in advertisements and a woman throwing menus at us before walking away.
The waitress was a sweet old woman.
She was nice, but hard of hearing and unattentive.
Here's what I ordered:
Two egg whites scrambled, links, Italian toast, and a half order of home fries.
Here's what I got:
Two scrambled whole eggs, Italian toast, and home fries.
I addressed the missing links with the waitress and she asked me if I still wanted them. I was starved by this point and said yes. I heard her to go the chef and ask for them, to which the woman behind the grill screamed, ""For what? Do you have the slip? Where is it? Where does it say links?"" in a considerably nasty tone.
The eggs were mediocre, the home fries were unevenly cooked (mostly uncooked potato chunks, some practically ash), the links were so tasteless I stopped eating them as soon as I recognized I was full, but the toast was lovely.
The prices are ok, but I'd prefer a college student's hungover cooking to coming back here.

Update:
30 minutes after leaving I got a vicious headache.
500 milligrams of acetaminophen later, my headache has gotten worse, new unpleasant symptoms have come along, and I may have contracted food poisoning.

Update 2:
I have food poisoning. 100% definitely food poisoning. I haven't eaten anything but pretzel rods and nutrition bars before breakfast here since 1pm the day before. I obviously haven't eaten since. There's actually no other place I could have contracted it.",0,b9WZJp5L1RZr4F1nxclOoQ,0,1,2016-03-25,review,0
